RolloutNum, RadiusNN, NumNN, MCParticles, avgTimePerNeighbor, totalTimeSecs
230,2.25,5,0.053
231,2.25,5,0.053
232,2.25,5,0.052
233,2.25,5,0.045
234,2.25,5,0.051
235,2.25,5,0.05
236,2.25,5,0.044
237,2.25,5,0.037
238,2.25,5,0.051
239,2.25,5,0.084
240,2.25,5,0.045
241,2.25,5,0.05
242,2.25,5,0.055
243,2.25,5,0.063
244,2.25,5,0.057
245,2.25,5,0.065
246,2.25,5,0.069
247,2.25,5,0.072
248,2.25,5,0.072
249,2.25,5,0.072
250,2.25,5,0.114
251,2.25,5,0.069
252,2.25,5,0.068
253,2.25,5,0.059
254,2.25,5,0.06
255,2.25,5,0.064
256,2.25,5,0.066
257,2.25,5,0.057
258,2.25,5,0.088
259,2.25,5,0.092
260,2.25,5,0.06
261,2.25,5,0.053
262,2.25,5,0.054
263,2.25,5,0.055
264,2.25,5,0.057
265,2.25,5,0.062
266,2.25,5,0.059
267,2.25,5,0.056
268,2.25,5,0.058
269,2.25,5,0.094
270,2.25,5,0.057
271,2.25,5,0.037
272,2.25,5,0.039
273,2.25,5,0.033
274,2.25,5,0.04
275,2.25,5,0.038
276,2.25,5,0.033
277,2.25,5,0.036
278,2.25,5,0.049
279,2.25,5,0.061
280,2.25,5,0.065
281,2.25,5,0.044
282,2.25,5,0.044
283,2.25,5,0.047
284,2.25,5,0.055
285,2.25,5,0.059
286,2.25,5,0.055
287,2.25,5,0.069
288,2.25,5,0.073
289,2.25,5,0.057
290,2.25,5,0.058
291,2.25,5,0.06
292,2.25,5,0.061
293,2.25,5,0.054
294,2.25,5,0.076
295,2.25,5,0.085
296,2.25,5,0.084
297,2.25,5,0.087
298,2.25,5,0.069
299,2.25,5,0.086
300,2.25,5,0.073
301,2.25,5,0.068
302,2.25,5,0.068
303,2.25,5,0.062
304,2.25,5,0.063
305,2.25,5,0.065
306,2.25,5,0.075
307,2.25,5,0.093
308,2.25,5,0.08
