0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,0.0435546
43,0.0370481
44,0.0305394
45,0.0267265
46,0.0240389
47,0.0208648
48,0.0213862
49,0.0206427
50,0.0151999
51,0.0139376
52,0.0106429
53,0.00941983
54,0.00907458
55,0.00713582
56,0.00928662
57,0.00830211
58,0.00630983
59,0.00636106
60,0.0104101
61,0.009219
62,0.00886014
63,0.0102738
64,0.00694576
65,0.0109788
66,0.00930257
67,0.00764547
68,0.00211234
69,0.00556933
70,0.00378408
71,0.00228938
72,0.00779182
73,0.00717769
74,0.00486695
75,0.00633668
76,0.00711543
77,0.0073413
78,0.00253323
79,0.00313121
80,0.00146884
81,0.000532665
82,0.00138589
83,0.00251822
84,0.00507541
85,0.00448176
86,0.0080401
87,0.00474504
88,0.002055
89,0.00189031
90,0.000507318
91,0.00107877
92,0.00163068
93,0.00359549
94,0.00544581
95,0.00676063
96,0.00381359
97,0.0050946
98,0.00273303
99,0.00227006
100,0.00123494
101,0.000678198
102,0.00160494
103,1
104,1
105,1
106,1
107,1
108,0.126022
109,0.110232
110,1
111,1
112,1
113,1
114,0.102067
115,0.0888669
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,0.0758963
176,0.0625324
177,1
178,0.0930936
179,0.078695
180,0.0663574
181,0.0609054
182,0.0537135
183,0.046
184,0.0398905
185,0.0331405
186,0.0298168
187,0.027413
188,0.025215
189,0.0220696
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,0.00734043
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,0.0772442
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,0.110468
